nn,chapter,article,paragraph,name,summ
,,,б, Продолженіе начатыхъ работъ,443637
211,31,—,,Ремонтъ зданій,400000
212,32,—,,Пополненіе школьно-строительнаго фонда имени Преобразователя Россіи Императора Петра Великаго и выдача пособій на школьно-строительныя надобности,14000000
,,,,Расходы по пенсіонному обезпеченію служащихъ и аренды.,None
213,33,,,Пенсіи и пенсіонныя пособія изъ казны.,2651606
,,1,,"Расходы по выдачѣ пенсій и пособій нуждающимся ученымъ, литераторамъ и публицистамъ",53500
,,2,,Пособія пенсіонной кассѣ народныхъ учителей и учительницъ,2589606
,,3,,Пособіе эмеритальной кассѣ Царства Польскаго за учителей Варшавскаго учебнаго округа,8500
,,,,МИНИСТЕРСТВО ПУТЕЙ СООБЩЕНІЯ.,639411599
,,,,Канцелярія Министра Путей Сообщенія.,3344146
,,,,Гражданское управленіе.,None
,,,,Общіе расходы по управленiю.,None
214,1,,,Содержаніе центральныхъ учрежденій.,1380005
,,1,,Министръ и Товарищи Министра,42290
,,2,,"Совѣтъ Министра, Инженерный Совѣтъ и чины, состоящiе при Министрѣ:",248093
,,,а, личный составъ,220593
,,,б, канцелярскіе и хозяйственные расходы,27500
,,3,,Канцелярія Министра съ Отдѣломъ по отчужденію имуществъ:,217019
,,,а, личный составъ,199931
,,,б, канцелярскіе и хозяйственные расходы,17088
,,4,,Учебный Отдѣлъ:,33208
,,,а, личный составъ,27208
,,,б, канцелярскіе и хозяйственные расходы,6000
,,5,,Отдѣлъ Статистики и Картографіи:,60571
,,,а, личный составъ,42611
,,,б, канцелярскіе и хозяйственные расходы,17960
,,6,,Отдѣлъ по испытанію и освидѣтельствованію заказовъ Министерства:,222166
,,,а, личный составъ,217726
,,,б, канцелярскіе и хозяйственные расходы,4440
,,7,,Инспекція Императорскихъ поѣздовъ:,24789
,,,а, личный составъ,22109
